,artist,artist_pop,artist_id,song,song_pop,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
318,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,Pucutu,36,698fThuOjyr2R3UbtQZWbB,0.862,0.815,1,-3.9789999999999996,1,0.22699999999999998,0.0538,0.000792,0.10800000000000001,0.57,115.91,165533,4
319,Bulin 47,55,4J0m1OquRGY8HYHxMocXfy,7 Pollos,35,6OBOhtOzzUMHPf018Hoe3z,0.976,0.8009999999999999,7,-3.5589999999999997,1,0.145,0.282,0.0,0.66,0.927,110.786,166870,4
320,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,No Me Llames,30,6s56PS9FOe9yJB5ti3IULQ,0.8340000000000001,0.836,4,-3.966,0,0.0557,0.03,1.06e-05,0.0742,0.41600000000000004,95.008,207164,4
321,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,No Ando En Eso,20,3P61fZmS6nZ2q48wlVmDfb,0.8490000000000001,0.8390000000000001,10,-3.263,0,0.0633,0.0371,0.000161,0.138,0.76,100.015,198000,4
322,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Aprieta,20,7j5M97yPZaT0QK2pNMtkt8,0.885,0.863,6,-2.7039999999999997,1,0.09300000000000001,0.23199999999999998,2.35e-06,0.109,0.897,122.014,151498,4
323,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Sola,19,24Uz5JgGHiZou1f0NtJkHn,0.88,0.634,7,-2.799,1,0.126,0.256,0.000719,0.13,0.608,101.992,188254,4
324,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Papi Que Bueno Tu Ta (feat. La Materialista & Arcangel),18,2WZIvIyZUGLFykt013hHim,0.875,0.6579999999999999,7,-9.176,1,0.11699999999999999,0.121,0.000646,0.22399999999999998,0.65,119.969,228049,4
325,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Volver,17,24De67pxeQCQJuytNtlENI,0.77,0.62,1,-4.896,0,0.259,0.0789,0.0,0.0482,0.628,87.889,199098,4
326,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Te Bote,16,6ZFx2C4riGUcU1sE68MRSP,0.8270000000000001,0.7090000000000001,9,-5.982,0,0.0904,0.218,0.00727,0.768,0.69,130.013,187155,4
327,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,A Tu Nombre,16,7KuqjGohhHlpm7qwG51Vh6,0.929,0.466,9,-7.665,0,0.187,0.132,0.0,0.10800000000000001,0.595,121.969,190835,4
328,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,La Para,16,40lJHRF8s8TxAbL89y4TM5,0.7120000000000001,0.7559999999999999,8,-6.439,0,0.29,0.0113,5.379999999999999e-05,0.0652,0.594,173.942,204187,4
329,Milka La Mas Dura,28,2wuNyo4CINVCrIdbEi5dGP,Dale Ven Ven,15,6Kpz90O7VP8nXlbFNFd4YB,0.877,0.8590000000000001,2,-3.409,1,0.10300000000000001,0.496,0.0,0.14300000000000002,0.882,104.721,193686,4
330,Ceky Vicini,31,3bvJVf4qi3TWELHC6vDvpY,Toy en Alta,24,1lrRORX91fHHThZ3g1bjVi,0.935,0.8,7,-0.94,1,0.248,0.0719,6.95e-06,0.0636,0.631,120.02,198000,4
331,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,"Way, Way - Live",15,7w6Zp6MmSnJVaHWBQk1rvd,0.6970000000000001,0.9520000000000001,5,-3.52,1,0.066,0.5760000000000001,0.0,0.22899999999999998,0.627,94.984,184360,4
332,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Pura Mentira,11,0TeJWlIVYTszJPoxho8lxk,0.703,0.875,0,-7.131,1,0.0461,0.204,2.6e-06,0.218,0.88,95.98700000000001,168789,4
333,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Cuidales,0,5hFFPjCCd10X0AiMmCrz11,0.47,0.833,8,-5.559,1,0.358,0.111,0.0,0.23199999999999998,0.8109999999999999,66.822,208001,3
334,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Revenge,0,0IFIl0X7qh4Repxv64lDhM,0.873,0.732,11,-3.826,1,0.0608,0.00246,0.0,0.0941,0.298,90.029,163133,4
335,Carlitos Way,26,5QZXZIHEGF2YgObSocvJYa,Look In My Direction,0,2VzJGlJiLQ9cNlCeRW0t0K,0.298,0.9390000000000001,2,-4.32,1,0.0926,2.92e-06,0.0292,0.0626,0.375,132.468,105693,4
336,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,"Envidioso Remix (feat. Atomic, Quimico, Fuego, Black Point, Paramba & Mr Saik)",22,1KeeQAFqkBfeTnBWMLKYcT,0.8109999999999999,0.87,4,-4.063,0,0.11699999999999999,0.127,0.0,0.126,0.623,115.055,300069,4
337,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Oye Menor,19,16Xke0EaJ38lUIdCm35jf7,0.9490000000000001,0.831,11,-6.545,0,0.13699999999999998,0.0009609999999999999,0.000106,0.8759999999999999,0.731,105.059,212480,4
338,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Rapa Encondio - Dirty Mix,19,2KjkMP8Yae3Mcz0xQMO02o,0.847,0.8170000000000001,1,-6.195,1,0.212,0.0414,4.76e-06,0.0487,0.7929999999999999,129.986,199960,4
339,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Llego y Mato,18,524FN8Xb023YHPseKpbmxR,0.818,0.892,6,-5.001,0,0.109,0.146,0.000165,0.107,0.45899999999999996,112.037,225048,4
340,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Capea el Dembow,18,4bEbXXPY4ANpfZtpk03r8k,0.795,0.688,0,-6.7989999999999995,1,0.109,0.0506,0.0,0.0735,0.6,115.031,394919,4
341,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Piedra A La Luna,10,27L7GBQRX3s8hwyjU4xIuU,0.9229999999999999,0.9309999999999999,7,-3.361,1,0.17600000000000002,0.0147,0.0,0.0562,0.672,112.053,172440,4
342,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Goza Encondio (with H2) - Clean Mix,7,5i7K6cACGKrHAM8x3xNj1O,0.674,0.69,1,-7.965,1,0.418,0.0605,3.4399999999999996e-05,0.0533,0.75,110.601,199457,1
343,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Dale Con El Culo (feat. El Jacool),2,7Hh4iyKFrQTE4i7u0Mb0q0,0.9159999999999999,0.609,9,-5.287000000000001,0,0.267,0.135,0.002,0.336,0.589,105.03399999999999,201195,4
344,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,No Quiero Coro Con Grillo,1,4P4hSY2TiAsH3Ynn1SiPN2,0.9520000000000001,0.986,6,-3.077,1,0.12,0.0124,2.23e-05,0.34,0.721,115.97,165564,4
345,Mr Manyao,19,5AYkvr6cXZ3jqthh9mKqZU,Tu Le Daria,1,6zLjZteHJDckOEm4Dz8dtY,0.653,0.7929999999999999,4,-5.005,0,0.36700000000000005,0.0214,6.32e-06,0.115,0.575,148.512,176848,5
